country,currency,yearLastUpdate,monthLastUpdate,contributors,item_id,item_name,average_price,lowest_price,highest_price
Austria,EUR,2023,12,982,1,"Meal, Inexpensive Restaurant, Restaurants",15.0,9.527009999999999,20.0
Austria,EUR,2023,12,982,18,"One-way Ticket (Local Transport), Transportation",2.5,2.2,3.0
Austria,EUR,2023,12,982,26,"Apartment (1 bedroom) in City Centre, Rent Per Month",832.3695804195804,600.0,1200.0
Austria,EUR,2023,12,982,27,"Apartment (1 bedroom) Outside of Centre, Rent Per Month",672.5398601398601,500.0,950.0
Austria,EUR,2023,12,982,30,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment, Utilities (Monthly)",315.59755690270316,184.16666666666666,472.22222222222223
Austria,EUR,2023,12,982,33,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL), Utilities (Monthly)",33.519669421487606,25.0,42.0
Austria,EUR,2023,12,982,34,"Mobile Phone Monthly Plan with Calls and 10GB+ Data, Utilities (Monthly)",21.080136986301383,9.99,30.0
Austria,EUR,2023,12,982,40,"Fitness Club, Monthly Fee for 1 Adult, Sports And Leisure",36.96504672897196,20.0,60.0
Austria,EUR,2023,12,982,105,"Average Monthly Net Salary (After Tax), Salaries And Financing",2355.7124683544303,2355.7124683544303,2355.7124683544303
Belgium,EUR,2023,12,972,1,"Meal, Inexpensive Restaurant, Restaurants",18.0,10.5,27.0
Belgium,EUR,2023,12,972,18,"One-way Ticket (Local Transport), Transportation",2.5,2.0,3.0
Belgium,EUR,2023,12,972,26,"Apartment (1 bedroom) in City Centre, Rent Per Month",815.8063676470588,650.0,1100.0
Belgium,EUR,2023,12,972,27,"Apartment (1 bedroom) Outside of Centre, Rent Per Month",686.52536,550.0,900.0
Belgium,EUR,2023,12,972,30,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment, Utilities (Monthly)",188.3555601471083,120.0,350.0
Belgium,EUR,2023,12,972,33,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL), Utilities (Monthly)",49.163467741935484,35.0,75.0
Belgium,EUR,2023,12,972,34,"Mobile Phone Monthly Plan with Calls and 10GB+ Data, Utilities (Monthly)",20.699215686274517,15.0,30.0
